ID,Issues Detected,Function Name,Demangled Name,Process,Device Name,Grid Size,Block Size,Cycles [cycle],Duration [msecond],Compute Throughput [%],Memory Throughput [%],# Registers [register/thread]
613,11,volta_scudnn_128x32_relu_small_nn_v1,volta_scudnn_128x32_relu_small_nn_v1,[32248] python3.8,NVIDIA GeForce RTX 2080 Ti,"   49,    1,    1","   64,    1,    1","249,534",0.18,21.40,12.29,128
614,7,CatArrayBatchedCopy,"void at::native::<unnamed>::CatArrayBatchedCopy<float, unsigned int, (int)4, (int)128, (int)1>(T1 *, at::native::<unnamed>::CatArrInputTensorMetadata<T1, T2, T4, T5>, at::native::<unnamed>::TensorSizeStride<T2, (unsigned int)4>, int, T2)",[32248] python3.8,NVIDIA GeForce RTX 2080 Ti,"  108,   34,    1","  512,    1,    1","188,412",0.14,30.70,70.17,33
615,11,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[32248] python3.8,NVIDIA GeForce RTX 2080 Ti,"    1,    1,    1","   64,    1,    1","3,081",0.00,0.01,0.34,20
616,13,bn_fw_tr_1C11_singleread,"void cudnn::bn_fw_tr_1C11_singleread<float, (int)512, (bool)1, (int)1, (int)2, (int)0>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const float *, const float *, float, float, float *, float *, float *, float *, float, float, cudnn::reduced_divisor, int, cudnn::reduced_divisor, cudnn::bnFwPersistentState *, int, float, float, float, int, float, float, cudnnStatus_t *, bool)",[32248] python3.8,NVIDIA GeForce RTX 2080 Ti," 1312,    1,    1","  512,    1,    1","212,856",0.16,24.79,62.00,38
617,7,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, void at::native::threshold_kernel_impl<float>(at::TensorIterator &, T1, T1)::[lambda(float, float) (instance 1)], at::detail::Array<char *, (int)3>>(int, T2, T3)",[32248] python3.8,NVIDIA GeForce RTX 2080 Ti,"32144,    1,    1","   64,    1,    1","158,259",0.12,4.80,83.31,20
618,11,computeOffsetsKernel,cask_cudnn::computeOffsetsKernel(cask_cudnn::ComputeOffsetsParams),[32248] python3.8,NVIDIA GeForce RTX 2080 Ti,"    1,    1,    1","  256,    1,    1","3,744",0.00,0.16,0.33,38
619,11,volta_scudnn_128x64_relu_interior_nn_v1,volta_scudnn_128x64_relu_interior_nn_v1,[32248] python3.8,NVIDIA GeForce RTX 2080 Ti,"   49,    2,    1","  128,    1,    1","386,816",0.28,63.03,34.32,128
620,11,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[32248] python3.8,NVIDIA GeForce RTX 2080 Ti,"    1,    1,    1","   64,    1,    1","3,171",0.00,0.01,0.34,20
621,13,bn_fw_tr_1C11_singleread,"void cudnn::bn_fw_tr_1C11_singleread<float, (int)512, (bool)1, (int)1, (int)2, (int)0>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const float *, const float *, float, float, float *, float *, float *, float *, float, float, cudnn::reduced_divisor, int, cudnn::reduced_divisor, cudnn::bnFwPersistentState *, int, float, float, float, int, float, float, cudnnStatus_t *, bool)",[32248] python3.8,NVIDIA GeForce RTX 2080 Ti,"  128,    1,    1","  512,    1,    1","24,328",0.02,21.30,32.06,38
622,8,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, void at::native::threshold_kernel_impl<float>(at::TensorIterator &, T1, T1)::[lambda(float, float) (instance 1)], at::detail::Array<char *, (int)3>>(int, T2, T3)",[32248] python3.8,NVIDIA GeForce RTX 2080 Ti," 3136,    1,    1","   64,    1,    1","10,865",0.01,6.90,68.50,20
623,12,computeOffsetsKernel,cask_cudnn::computeOffsetsKernel(cask_cudnn::ComputeOffsetsParams),[32248] python3.8,NVIDIA GeForce RTX 2080 Ti,"    1,    1,    1","  256,    1,    1","6,493",0.00,0.12,1.20,38
624,11,volta_scudnn_128x32_relu_small_nn_v1,volta_scudnn_128x32_relu_small_nn_v1,[32248] python3.8,NVIDIA GeForce RTX 2080 Ti,"   49,    1,    1","   64,    1,    1","249,775",0.18,21.37,12.28,128
625,7,CatArrayBatchedCopy,"void at::native::<unnamed>::CatArrayBatchedCopy<float, unsigned int, (int)4, (int)128, (int)1>(T1 *, at::native::<unnamed>::CatArrInputTensorMetadata<T1, T2, T4, T5>, at::native::<unnamed>::TensorSizeStride<T2, (unsigned int)4>, int, T2)",[32248] python3.8,NVIDIA GeForce RTX 2080 Ti,"  108,   35,    1","  512,    1,    1","192,841",0.14,30.73,70.32,33
626,11,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[32248] python3.8,NVIDIA GeForce RTX 2080 Ti,"    1,    1,    1","   64,    1,    1","3,099",0.00,0.01,0.34,20
627,13,bn_fw_tr_1C11_singleread,"void cudnn::bn_fw_tr_1C11_singleread<float, (int)512, (bool)1, (int)1, (int)2, (int)0>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const float *, const float *, float, float, float *, float *, float *, float *, float, float, cudnn::reduced_divisor, int, cudnn::reduced_divisor, cudnn::bnFwPersistentState *, int, float, float, float, int, float, float, cudnnStatus_t *, bool)",[32248] python3.8,NVIDIA GeForce RTX 2080 Ti," 1344,    1,    1","  512,    1,    1","216,676",0.16,24.96,62.51,38
628,7,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, void at::native::threshold_kernel_impl<float>(at::TensorIterator &, T1, T1)::[lambda(float, float) (instance 1)], at::detail::Array<char *, (int)3>>(int, T2, T3)",[32248] python3.8,NVIDIA GeForce RTX 2080 Ti,"32928,    1,    1","   64,    1,    1","170,312",0.12,4.56,79.25,20
629,11,computeOffsetsKernel,cask_cudnn::computeOffsetsKernel(cask_cudnn::ComputeOffsetsParams),[32248] python3.8,NVIDIA GeForce RTX 2080 Ti,"    1,    1,    1","  256,    1,    1","3,756",0.00,0.16,0.32,38
630,11,volta_scudnn_128x64_relu_interior_nn_v1,volta_scudnn_128x64_relu_interior_nn_v1,[32248] python3.8,NVIDIA GeForce RTX 2080 Ti,"   49,    2,    1","  128,    1,    1","397,198",0.29,62.94,34.01,128
631,11,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[32248] python3.8,NVIDIA GeForce RTX 2080 Ti,"    1,    1,    1","   64,    1,    1","3,103",0.00,0.01,0.45,20
632,13,bn_fw_tr_1C11_singleread,"void cudnn::bn_fw_tr_1C11_singleread<float, (int)512, (bool)1, (int)1, (int)2, (int)0>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const float *, const float *, float, float, float *, float *, float *, float *, float, float, cudnn::reduced_divisor, int, cudnn::reduced_divisor, cudnn::bnFwPersistentState *, int, float, float, float, int, float, float, cudnnStatus_t *, bool)",[32248] python3.8,NVIDIA GeForce RTX 2080 Ti,"  128,    1,    1","  512,    1,    1","24,528",0.02,21.13,31.81,38
633,8,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, void at::native::threshold_kernel_impl<float>(at::TensorIterator &, T1, T1)::[lambda(float, float) (instance 1)], at::detail::Array<char *, (int)3>>(int, T2, T3)",[32248] python3.8,NVIDIA GeForce RTX 2080 Ti," 3136,    1,    1","   64,    1,    1","11,128",0.01,6.74,66.71,20
634,12,computeOffsetsKernel,cask_cudnn::computeOffsetsKernel(cask_cudnn::ComputeOffsetsParams),[32248] python3.8,NVIDIA GeForce RTX 2080 Ti,"    1,    1,    1","  256,    1,    1","4,129",0.00,0.18,0.28,38
635,11,volta_scudnn_128x32_relu_small_nn_v1,volta_scudnn_128x32_relu_small_nn_v1,[32248] python3.8,NVIDIA GeForce RTX 2080 Ti,"   49,    1,    1","   64,    1,    1","256,138",0.19,20.83,11.96,128
636,7,CatArrayBatchedCopy,"void at::native::<unnamed>::CatArrayBatchedCopy<float, unsigned int, (int)4, (int)128, (int)1>(T1 *, at::native::<unnamed>::CatArrInputTensorMetadata<T1, T2, T4, T5>, at::native::<unnamed>::TensorSizeStride<T2, (unsigned int)4>, int, T2)",[32248] python3.8,NVIDIA GeForce RTX 2080 Ti,"  108,   36,    1","  512,    1,    1","198,055",0.15,30.71,70.15,33
637,11,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[32248] python3.8,NVIDIA GeForce RTX 2080 Ti,"    1,    1,    1","   64,    1,    1","3,081",0.00,0.01,0.45,20
638,13,bn_fw_tr_1C11_singleread,"void cudnn::bn_fw_tr_1C11_singleread<float, (int)512, (bool)1, (int)1, (int)2, (int)0>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const float *, const float *, float, float, float *, float *, float *, float *, float, float, cudnn::reduced_divisor, int, cudnn::reduced_divisor, cudnn::bnFwPersistentState *, int, float, float, float, int, float, float, cudnnStatus_t *, bool)",[32248] python3.8,NVIDIA GeForce RTX 2080 Ti," 1376,    1,    1","  512,    1,    1","219,110",0.16,25.24,63.34,38
639,7,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, void at::native::threshold_kernel_impl<float>(at::TensorIterator &, T1, T1)::[lambda(float, float) (instance 1)], at::detail::Array<char *, (int)3>>(int, T2, T3)",[32248] python3.8,NVIDIA GeForce RTX 2080 Ti,"33712,    1,    1","   64,    1,    1","174,505",0.13,4.56,79.43,20
640,11,computeOffsetsKernel,cask_cudnn::computeOffsetsKernel(cask_cudnn::ComputeOffsetsParams),[32248] python3.8,NVIDIA GeForce RTX 2080 Ti,"    1,    1,    1","  256,    1,    1","3,719",0.00,0.16,0.32,38
641,11,volta_scudnn_128x64_relu_interior_nn_v1,volta_scudnn_128x64_relu_interior_nn_v1,[32248] python3.8,NVIDIA GeForce RTX 2080 Ti,"   49,    2,    1","  128,    1,    1","404,237",0.30,63.27,34.62,128
642,11,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[32248] python3.8,NVIDIA GeForce RTX 2080 Ti,"    1,    1,    1","   64,    1,    1","5,017",0.00,0.00,0.93,20
643,13,bn_fw_tr_1C11_singleread,"void cudnn::bn_fw_tr_1C11_singleread<float, (int)512, (bool)1, (int)1, (int)2, (int)0>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const float *, const float *, float, float, float *, float *, float *, float *, float, float, cudnn::reduced_divisor, int, cudnn::reduced_divisor, cudnn::bnFwPersistentState *, int, float, float, float, int, float, float, cudnnStatus_t *, bool)",[32248] python3.8,NVIDIA GeForce RTX 2080 Ti,"  128,    1,    1","  512,    1,    1","24,522",0.02,21.16,31.82,38
644,8,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, void at::native::threshold_kernel_impl<float>(at::TensorIterator &, T1, T1)::[lambda(float, float) (instance 1)], at::detail::Array<char *, (int)3>>(int, T2, T3)",[32248] python3.8,NVIDIA GeForce RTX 2080 Ti," 3136,    1,    1","   64,    1,    1","10,793",0.01,6.94,68.74,20
645,12,computeOffsetsKernel,cask_cudnn::computeOffsetsKernel(cask_cudnn::ComputeOffsetsParams),[32248] python3.8,NVIDIA GeForce RTX 2080 Ti,"    1,    1,    1","  256,    1,    1","4,115",0.00,0.18,0.29,38
646,11,volta_scudnn_128x32_relu_small_nn_v1,volta_scudnn_128x32_relu_small_nn_v1,[32248] python3.8,NVIDIA GeForce RTX 2080 Ti,"   49,    1,    1","   64,    1,    1","248,622",0.18,21.47,12.33,128
647,7,CatArrayBatchedCopy,"void at::native::<unnamed>::CatArrayBatchedCopy<float, unsigned int, (int)4, (int)128, (int)1>(T1 *, at::native::<unnamed>::CatArrInputTensorMetadata<T1, T2, T4, T5>, at::native::<unnamed>::TensorSizeStride<T2, (unsigned int)4>, int, T2)",[32248] python3.8,NVIDIA GeForce RTX 2080 Ti,"  108,   37,    1","  512,    1,    1","202,313",0.15,30.80,70.33,33
648,11,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[32248] python3.8,NVIDIA GeForce RTX 2080 Ti,"    1,    1,    1","   64,    1,    1","3,086",0.00,0.01,0.45,20
649,13,bn_fw_tr_1C11_singleread,"void cudnn::bn_fw_tr_1C11_singleread<float, (int)512, (bool)1, (int)1, (int)2, (int)0>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const float *, const float *, float, float, float *, float *, float *, float *, float, float, cudnn::reduced_divisor, int, cudnn::reduced_divisor, cudnn::bnFwPersistentState *, int, float, float, float, int, float, float, cudnnStatus_t *, bool)",[32248] python3.8,NVIDIA GeForce RTX 2080 Ti," 1408,    1,    1","  512,    1,    1","224,934",0.17,25.17,65.50,38
650,7,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, void at::native::threshold_kernel_impl<float>(at::TensorIterator &, T1, T1)::[lambda(float, float) (instance 1)], at::detail::Array<char *, (int)3>>(int, T2, T3)",[32248] python3.8,NVIDIA GeForce RTX 2080 Ti,"34496,    1,    1","   64,    1,    1","170,459",0.13,4.78,83.23,20
651,11,computeOffsetsKernel,cask_cudnn::computeOffsetsKernel(cask_cudnn::ComputeOffsetsParams),[32248] python3.8,NVIDIA GeForce RTX 2080 Ti,"    1,    1,    1","  256,    1,    1","6,084",0.00,0.10,0.19,38
652,11,volta_scudnn_128x64_relu_interior_nn_v1,volta_scudnn_128x64_relu_interior_nn_v1,[32248] python3.8,NVIDIA GeForce RTX 2080 Ti,"   49,    2,    1","  128,    1,    1","413,153",0.30,63.33,34.44,128
653,11,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[32248] python3.8,NVIDIA GeForce RTX 2080 Ti,"    1,    1,    1","   64,    1,    1","5,032",0.00,0.00,0.54,20
654,13,bn_fw_tr_1C11_singleread,"void cudnn::bn_fw_tr_1C11_singleread<float, (int)512, (bool)1, (int)1, (int)2, (int)0>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const float *, const float *, float, float, float *, float *, float *, float *, float, float, cudnn::reduced_divisor, int, cudnn::reduced_divisor, cudnn::bnFwPersistentState *, int, float, float, float, int, float, float, cudnnStatus_t *, bool)",[32248] python3.8,NVIDIA GeForce RTX 2080 Ti,"  128,    1,    1","  512,    1,    1","24,365",0.02,21.27,32.00,38
655,8,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, void at::native::threshold_kernel_impl<float>(at::TensorIterator &, T1, T1)::[lambda(float, float) (instance 1)], at::detail::Array<char *, (int)3>>(int, T2, T3)",[32248] python3.8,NVIDIA GeForce RTX 2080 Ti," 3136,    1,    1","   64,    1,    1","11,089",0.01,6.76,66.80,20
656,12,computeOffsetsKernel,cask_cudnn::computeOffsetsKernel(cask_cudnn::ComputeOffsetsParams),[32248] python3.8,NVIDIA GeForce RTX 2080 Ti,"    1,    1,    1","  256,    1,    1","4,117",0.00,0.18,0.29,38
657,11,volta_scudnn_128x32_relu_small_nn_v1,volta_scudnn_128x32_relu_small_nn_v1,[32248] python3.8,NVIDIA GeForce RTX 2080 Ti,"   49,    1,    1","   64,    1,    1","250,301",0.19,21.33,12.25,128
658,7,CatArrayBatchedCopy,"void at::native::<unnamed>::CatArrayBatchedCopy<float, unsigned int, (int)4, (int)128, (int)1>(T1 *, at::native::<unnamed>::CatArrInputTensorMetadata<T1, T2, T4, T5>, at::native::<unnamed>::TensorSizeStride<T2, (unsigned int)4>, int, T2)",[32248] python3.8,NVIDIA GeForce RTX 2080 Ti,"  108,   38,    1","  512,    1,    1","208,318",0.16,30.62,69.92,33
659,11,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[32248] python3.8,NVIDIA GeForce RTX 2080 Ti,"    1,    1,    1","   64,    1,    1","3,075",0.00,0.01,0.35,20
660,13,bn_fw_tr_1C11_singleread,"void cudnn::bn_fw_tr_1C11_singleread<float, (int)512, (bool)1, (int)1, (int)2, (int)0>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const float *, const float *, float, float, float *, float *, float *, float *, float, float, cudnn::reduced_divisor, int, cudnn::reduced_divisor, cudnn::bnFwPersistentState *, int, float, float, float, int, float, float, cudnnStatus_t *, bool)",[32248] python3.8,NVIDIA GeForce RTX 2080 Ti," 1440,    1,    1","  512,    1,    1","243,147",0.18,23.81,59.89,38
661,7,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, void at::native::threshold_kernel_impl<float>(at::TensorIterator &, T1, T1)::[lambda(float, float) (instance 1)], at::detail::Array<char *, (int)3>>(int, T2, T3)",[32248] python3.8,NVIDIA GeForce RTX 2080 Ti,"35280,    1,    1","   64,    1,    1","173,972",0.13,4.79,83.50,20
662,11,computeOffsetsKernel,cask_cudnn::computeOffsetsKernel(cask_cudnn::ComputeOffsetsParams),[32248] python3.8,NVIDIA GeForce RTX 2080 Ti,"    1,    1,    1","  256,    1,    1","3,741",0.00,0.16,0.58,38
663,11,volta_scudnn_128x64_relu_interior_nn_v1,volta_scudnn_128x64_relu_interior_nn_v1,[32248] python3.8,NVIDIA GeForce RTX 2080 Ti,"   49,    2,    1","  128,    1,    1","426,237",0.31,62.84,34.08,128
664,11,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[32248] python3.8,NVIDIA GeForce RTX 2080 Ti,"    1,    1,    1","   64,    1,    1","3,095",0.00,0.01,0.46,20
665,13,bn_fw_tr_1C11_singleread,"void cudnn::bn_fw_tr_1C11_singleread<float, (int)512, (bool)1, (int)1, (int)2, (int)0>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const float *, const float *, float, float, float *, float *, float *, float *, float, float, cudnn::reduced_divisor, int, cudnn::reduced_divisor, cudnn::bnFwPersistentState *, int, float, float, float, int, float, float, cudnnStatus_t *, bool)",[32248] python3.8,NVIDIA GeForce RTX 2080 Ti,"  128,    1,    1","  512,    1,    1","24,489",0.02,21.17,52.64,38
666,8,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, void at::native::threshold_kernel_impl<float>(at::TensorIterator &, T1, T1)::[lambda(float, float) (instance 1)], at::detail::Array<char *, (int)3>>(int, T2, T3)",[32248] python3.8,NVIDIA GeForce RTX 2080 Ti," 3136,    1,    1","   64,    1,    1","18,122",0.01,4.10,41.19,20
667,12,computeOffsetsKernel,cask_cudnn::computeOffsetsKernel(cask_cudnn::ComputeOffsetsParams),[32248] python3.8,NVIDIA GeForce RTX 2080 Ti,"    1,    1,    1","  256,    1,    1","4,141",0.00,0.18,0.29,38
668,11,volta_scudnn_128x32_relu_small_nn_v1,volta_scudnn_128x32_relu_small_nn_v1,[32248] python3.8,NVIDIA GeForce RTX 2080 Ti,"   49,    1,    1","   64,    1,    1","248,566",0.18,21.48,12.34,128
669,7,CatArrayBatchedCopy,"void at::native::<unnamed>::CatArrayBatchedCopy<float, unsigned int, (int)4, (int)128, (int)1>(T1 *, at::native::<unnamed>::CatArrInputTensorMetadata<T1, T2, T4, T5>, at::native::<unnamed>::TensorSizeStride<T2, (unsigned int)4>, int, T2)",[32248] python3.8,NVIDIA GeForce RTX 2080 Ti,"  108,   39,    1","  512,    1,    1","219,030",0.16,29.75,68.07,33
670,11,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[32248] python3.8,NVIDIA GeForce RTX 2080 Ti,"    1,    1,    1","   64,    1,    1","3,190",0.00,0.01,0.33,20
671,13,bn_fw_tr_1C11_singleread,"void cudnn::bn_fw_tr_1C11_singleread<float, (int)512, (bool)1, (int)1, (int)2, (int)0>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const float *, const float *, float, float, float *, float *, float *, float *, float, float, cudnn::reduced_divisor, int, cudnn::reduced_divisor, cudnn::bnFwPersistentState *, int, float, float, float, int, float, float, cudnnStatus_t *, bool)",[32248] python3.8,NVIDIA GeForce RTX 2080 Ti," 1472,    1,    1","  512,    1,    1","240,114",0.18,24.64,62.07,38
